	random	noun/verb	location	#1 String	#2 String	label
3501	head	N	5-1	they say he gives good head	the head of the list	F
3502	admit	V	3-1	We can not admit non - members into our club building	To admit a serious thought into the mind	T
3503	place	N	4-3	He comes from a place near Chicago	he lost his place on the page	F
3504	take	V	1-0	We take the Times every day	take action	F
3505	life	N	3-6	while there 's life there 's hope	I have known him all his life	F
3506	heart	N	3-5	he drew a heart and called it a valentine	he had a change of heart	F
3507	key	N	1-1	The key to winning a game	The key to solving this problem is persistence .	T
3508	give	V	0-0	give a divorce	give one 's opinion	F
3509	work	N	6-8	he was indebted to the pioneering work of John Dewey	mastering a second language requires a lot of work	F
3510	life	N	5-13	the battery had a short life	Having experienced both , the vampire decided that he preferred ( un)death to life .	F
3511	spring	N	8-6	the emerging buds were a sure sign of spring	he will hold office until the spring of next year	T
3513	cover	N	5-2	There 's a $ 15 cover tonight .	artillery provided covering fire for the withdrawal	F
3515	example	N	3-5	there is an example on page 10	this patient provides a typical example of the syndrome	T
3516	develop	V	0-2	develop the rook	Well - developed breasts	F
3517	connect	V	2-2	Can you connect the two loudspeakers ?	Our computers connected .	T
3518	cut	V	0-0	cut the engine	cut from one scene to another	F
3519	play	V	0-1	play safe	She played all her money on the dark horse	F
3520	blowout	N	6-5	the right front tire had a blowout	as a result of the blowout we lost all the lights	T
3521	head	N	5-5	Admission is three dollars a head .	tickets are $ 5 per head	T
3522	stand	N	4-4	They took a firm stand against copyright infringement .	they cut down a stand of trees	F
3523	work	V	4-4	Do you want to work after the age of 60 ?	She never did any work because she inherited a lot of money	T
3524	carry	V	2-1	The airwaves carry the sound	Sound carries well over water	T
3526	know	V	3-1	I want to know who is winning the game !	I know that the President lied to the people	T
3529	contact	N	7-5	they claimed that they had been in contact with extraterrestrial beings	they forget to solder the contacts	F
3530	figure	N	1-7	the figure was about a thousand	she made the best score on compulsory figures	F
3531	fatigue	N	5-1	he was suffering from museum fatigue	political fatigue	T
3532	break	V	0-4	break a fall	The newsman wanted to break a big story , something that would make him famous .	F
3534	resistance	N	1-4	Widespread resistance to the new urban development plans	the enemy offered little resistance	T
3535	fix	N	5-13	he got into a terrible fix	It rained before we repaired the roof , and were we in a fix !	T
3536	work	N	7-10	a lot of people are out of work	it is not regarded as one of his more memorable works	F
3537	cut	V	4-1	The employer wants to cut back health benefits	She cut him dead at the meeting	F
3538	run	N	7-4	the assembly line was on a 12-hour run	I 'm having a run of bad luck .	T
3539	drop	N	3-1	he had a drop too much to drink	a drop of 57 points on the Dow Jones index	F
3540	consult	V	7-2	Men forgot , or feared , to consult ... ; they were content to consult libraries . - William Whewell .	You should consult the dictionary	T
3542	raise	V	0-0	raise a sad cry	raise a shout	T
3543	park	V	0-0	park your bag in this locker	park the car in the yard	T
3544	cover	V	8-0	When the pot comes to a boil , cover it and reduce the heat to medium .	cover the meat with a lot of gravy	F
3545	work	V	4-3	Do you want to work after the age of 60 ?	Is your husband working again ?	T
3546	raise	V	0-0	raise a sad cry	raised edges	F
3547	leach	V	0-2	leach the soil	the fertilizer leached into the ground	F
3548	war	N	1-9	the war on poverty	"In the US , conservatives rail against the "" war on Christmas "" ."	T
3549	hit	V	3-2	He tries to hit on women in bars	We were hit by really bad weather	F
3550	end	N	1-1	the end of the year	the end was exciting	F
3551	life	N	5-3	he appointed himself emperor for life	while there 's life there 's hope	F
3553	work	V	4-2	This method does n't work	The medicine works only if you take it with a lot of water	T
3555	make	V	3-1	He did n't make the choir after his voice changed .	He made twenty bucks playing poker last night .	T
3556	militate	V	1-1	To militate in favor of a particular result .	Politeness militated against this opinion being expressed	T
3557	cut	V	0-1	cut a disk	This cuts into my earnings	F
3558	war	N	1-2	the war against crime	"The "" war on terror "" is a campaign against terrorist crime ."	T
3559	find	V	6-0	These aspects of civilization do not find expression or receive an interpretation	find the product of two numbers	F
3560	fun	N	5-2	I do it for the fun of it	he is fun to have around	T
3561	control	N	3-3	he had lost control of his sphincters	she never lost control of herself	F
3562	take	V	2-2	Shall we take a guide in Rome ?	Do you take sugar in your coffee ?	F
3564	cube	N	2-2	A sugar cube	A stock cube	T
3565	play	V	0-1	play fair	Gielgud played Hamlet	F
3566	set	N	2-2	The country set	the smart set goes there	T
3570	take	V	0-4	take the gun from your pocket	Tomorrow the doctor will take the cast off her arm .	T
3571	order	N	4-3	The house is in order ; the machinery is out of order .	IBM received an order for a hundred computers	F
3572	suffer	V	0-2	suffer a terrible fate	His grades suffered	F
3574	hold	V	4-0	A crazy idea took hold of him	Hold the pencil like this .	T
3576	block	V	0-2	block a nerve	You are blocking the name of your first wife !	F
3578	save	V	3-3	This move will save money	Where did I save that document ? I ca n't find it on the desktop .	F
3579	right	N	3-9	You have no right to go through my personal diary .	they are endowed by their Creator with certain unalienable Rights	T
3581	see	V	1-3	I see that you have been promoted	I want to see whether she speaks French	F
3583	prepare	V	0-3	prepare a speech	The prince was prepared to become King one day	F
3584	escape	N	3-4	he made his escape from the mental hospital	The prisoners made their escape by digging a tunnel .	T
3585	dent	N	3-4	it made a dent in my bank account	The crash produced a dent in the left side of the car .	F
3588	sense	N	1-1	a sense of self	a sense of happiness	T
3589	hold	V	0-0	hold one 's nose	Hold the bridge against the enemy 's attacks	F
3590	heat	V	0-2	heat the water on the stove	the sun heats the oceans	T
3593	catch	V	4-11	The fashion did not catch	I have some free time tonight so I think I 'll catch a movie .	F
3594	coverage	N	11-3	The enemy fire is increasing – can we get some immediate coverage from those bunkers ?	There are overlapping coverages on your insurance policies .	T
3595	get	V	2-2	did you get it ?	We 'll get them !	F
3596	fabric	N	5-1	it is part of the fabric of society	The fabric of the universe	T
3597	check	V	0-2	check the brakes	I will check up on the car tomorrow .	T
3599	mother	N	4-3	The lioness was a mother of four cubs .	necessity is the mother of invention	F
3600	scale	N	7-6	The Holocaust was insanity on an enormous scale .	There are some who question the scale of our ambitions .	T
3601	cut	V	0-2	cut a ticket	This knife cuts well	F
3602	catch	N	3-2	There was a catch in his voice when he spoke his father 's name .	he played catch with his son in the backyard	F
3603	hoop	V	0-1	hoop vats	To hoop a barrel or puncheon	T
3604	breath	N	6-2	he was fighting to his last breath	not a breath of scandal ever touched her	F
3605	go	V	6-5	Do you think the sofa will go through the door ?     The belt just barely went around his waist .	It 's your turn ; go .	F
3607	ulteriority	N	6-5	his stories were too susceptible to ulteriority	their conversation was limited to ulteriorities	T
3610	drive	V	1-0	To drive sheep out of a field	drive the forest	F
3611	set	N	2-3	The country set	he did four sets of the incline bench press	F
3612	support	V	3-2	he does not support his natural children	The government supports the arts in several ways .	T
3614	set	V	0-0	set the table	Set the tray down	F
3615	make	V	1-0	To make like a deer caught in the headlights .	make a wall of stones	F
3616	run	V	0-4	run a new program on the Mac	Our coach had us running plays for the whole practice .	T
3617	raise	V	0-0	raise a shout	raise a protest	T
3618	space	N	5-3	they stopped at an open space in the jungle	the architect left space in front of the building	T
3619	hold	V	0-2	hold a reception	The canteen holds fresh water	F
3620	take	V	3-2	I do n't take sugar in my coffee	His voice took on a sad tone	F
3621	unionize	V	11-13	The company laid off all the workers when they tried to unionize .	We do n't allow people to come into our plant and try to unionize the workers	T
3622	face	V	1-0	To face the front of a coat , or the bottom of a dress	face the lapels of the jacket	T
3623	note	N	5-3	it ended on a sour note	there was a note of gaiety in her manner	T
3624	air	V	0-0	air out the smoke - filled rooms	air the old winter clothes	T
3625	end	N	5-5	he came to a bad end	no one wanted to play end	F
3626	drive	V	1-0	To drive sheep out of a field	drive the cows into the barn	T
3632	ulteriority	N	4-6	a terrible feeling of ulteriority	his stories were too susceptible to ulteriority	T
3633	dig	V	0-0	dig salt	dig coal	T
3634	discover	V	10-5	The story is false , so far as I can discover	Turning the corner , I discovered a lovely little shop .	T
3635	open	V	2-2	Vermont will open elk hunting season next week .	an opportunity opened up	F
3636	brim	V	0-2	brim a cup to good fellowship	The room brimmed with people .	F
3639	cut	V	0-1	cut recording tape	She cut all of her major titles again	F
3640	hold	V	2-3	She can hold an audience spellbound	Elections will be held on the first Sunday of next month .	F
3641	carry	V	3-2	This land will carry ten cows to the acre	I am carrying his child	F
3642	get	V	0-3	get nauseous	She did n't get to Chicago until after midnight	F
3643	rub	V	0-2	rub my hands	The cat rubbed itself against my leg .	T
3644	base	N	1-1	the base of the lamp	the base of the skull	F
3645	make	V	0-0	make revolution	make enemies	F
3646	have	V	1-1	I have two years left	They have two more years before they retire	T
3647	carry	V	0-1	carry the suitcases to the car	Amanda carried the package from home to New York .	T
3648	turn	V	0-2	turn the corner	The water turned into ice	F
3650	run	N	7-4	the assembly line was on a 12-hour run	A rivulet of tears ran down his face .	F
3651	end	N	2-12	At the end of the road , turn left .     At the end of the story , the main characters fall in love .	Start at the beginning and go on until you come to the end	T
3652	inventory	N	4-10	they carried a vast inventory of hardware	they stopped selling in exact sizes in order to reduce inventory	T
